2023-04-25 17:27:46.416 [restartedMain] INFO  com.nsapi.niceschoolapi.NiceschoolapiApplication - Starting NiceschoolapiApplication on DESKTOP-BJMJBA6 with PID 11212 (started by 13056 in C:\BaiDuYun\a01297t教务管理系统java源码\01、项目源码\教务系统源码)
2023-04-25 23:47:51.392 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/addonedpm]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.addOneDpm(com.nsapi.niceschoolapi.entity.DepartmentDB)
2023-04-25 23:47:51.392 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/tjselgrade]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.tjSelGrade(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.392 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/findallgrade]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.findAllGrade(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.392 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/addonemajor]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.addOneMajor(com.nsapi.niceschoolapi.entity.MajorDB)
2023-04-25 23:47:51.392 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/findallmajor]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.findAllMajor(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.392 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/editonegrade]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.editOneGrade(com.nsapi.niceschoolapi.entity.GradeDB)
2023-04-25 23:47:51.393 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/tjselmajor]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.tjSelMajor(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.393 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/jlselgrade]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.jlSelGrade(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.393 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/tjseldpm]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.tjSelDpm(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.394 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/editoneclass]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.editOneClass(com.nsapi.niceschoolapi.entity.ClassinfoDB)
2023-04-25 23:47:51.394 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/editonemajor]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.editOneMajor(com.nsapi.niceschoolapi.entity.MajorDB)
2023-04-25 23:47:51.394 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/addonegrade]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.addOneGrade(com.nsapi.niceschoolapi.entity.GradeDB)
2023-04-25 23:47:51.394 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/addoneclass]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.addOneClass(com.nsapi.niceschoolapi.entity.ClassinfoDB)
2023-04-25 23:47:51.394 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/findallclass]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.findAllClass(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.395 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/jlselmajor]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.jlSelMajor(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.395 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/schoolmanage/tjselclass]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SchoolManageController.tjSelClass(com.nsapi.niceschoolapi.entity.SchoolManageVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.396 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selSc]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.selSc(java.lang.Integer,java.lang.Integer,com.nsapi.niceschoolapi.entity.StuCourseVO)
2023-04-25 23:47:51.396 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selSt]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.selSt(java.lang.Integer)
2023-04-25 23:47:51.396 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selGr]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.selGr(java.lang.Integer)
2023-04-25 23:47:51.397 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/dropCous]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.dropCous(java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.397 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selMa]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.selMa(java.lang.Integer)
2023-04-25 23:47:51.397 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selCourses]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.SelCourseManController.selCourses()
2023-04-25 23:47:51.397 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selCl]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.selCl(java.lang.Integer)
2023-04-25 23:47:51.397 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selDe]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.selDe()
2023-04-25 23:47:51.398 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selCo]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.selCo()
2023-04-25 23:47:51.398 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/changesCou]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelCourseManController.changesCou(java.lang.Integer,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.399 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/selectCourse]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelectCourseController.index(java.lang.Integer,java.lang.Integer,com.nsapi.niceschoolapi.entity.SelectCourseVo)
2023-04-25 23:47:51.399 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/sel]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.SelectCourseController.sel(org.springframework.ui.Model)
2023-04-25 23:47:51.400 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/selcourse]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelectCourseController.selcourse(com.nsapi.niceschoolapi.entity.StuCourseDB,com.nsapi.niceschoolapi.entity.CourseDB,com.nsapi.niceschoolapi.entity.SelectCourseVo)
2023-04-25 23:47:51.400 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/course/seltype]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.SelectCourseController.selType()
2023-04-25 23:47:51.400 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selStuAllExam]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.SelStuAllExamController.selStuAllExam()
2023-04-25 23:47:51.401 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selAllExam]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.SelStuAllExamController.selAllExam(com.nsapi.niceschoolapi.entity.SelAllExamVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.401 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selTchExam]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.selTchExamController.selTchExam(com.nsapi.niceschoolapi.entity.SelTchExamVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.402 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchExam]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.selTchExamController.tchExam()
2023-04-25 23:47:51.403 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selDepartment]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.StudentController.selDepartment()
2023-04-25 23:47:51.403 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectMessage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.StudentController.selectMessage(java.lang.Integer,org.springframework.ui.Model)
2023-04-25 23:47:51.404 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectmid]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.StudentController.selGradeDB(java.lang.Integer)
2023-04-25 23:47:51.404 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectgid]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.StudentController.selClassinfoDB(java.lang.Integer)
2023-04-25 23:47:51.404 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectdid]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.StudentController.selMajorDB(java.lang.Integer)
2023-04-25 23:47:51.406 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selStudentId]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.StudentController.selStudentId(java.lang.Integer,org.springframework.ui.Model)
2023-04-25 23:47:51.406 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/updateStudent]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<com.nsapi.niceschoolapi.entity.StudentDB> com.nsapi.niceschoolapi.controller.StudentController.updateStudent(com.nsapi.niceschoolapi.entity.StudentDB,java.lang.String) throws java.lang.Exception
2023-04-25 23:47:51.406 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectStudent]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.StudentController.selectStudent()
2023-04-25 23:47:51.406 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selStudent]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.StudentController.selectStu(com.nsapi.niceschoolapi.entity.pageCount,com.nsapi.niceschoolapi.entity.StudentVO)
2023-04-25 23:47:51.406 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selScs]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.StuExamController.selSc(java.lang.Integer,java.lang.Integer,com.nsapi.niceschoolapi.entity.StuExamVO)
2023-04-25 23:47:51.406 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selstudentExam]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.StuExamController.selCourses()
2023-04-25 23:47:51.407 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selDes]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.StuExamController.selDes()
2023-04-25 23:47:51.407 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selGrs]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.StuExamController.selGrs(java.lang.Integer)
2023-04-25 23:47:51.407 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selMas]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.StuExamController.selMas(java.lang.Integer)
2023-04-25 23:47:51.407 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selCls]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.StuExamController.selCls(java.lang.Integer)
2023-04-25 23:47:51.407 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selmessage]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.StuExamController.selmessage(com.nsapi.niceschoolapi.entity.StuExamVO)
2023-04-25 23:47:51.407 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveupdate]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.StuExamController.saveupdate(com.nsapi.niceschoolapi.entity.StuExamDB)
2023-04-25 23:47:51.409 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/findallcoursebymajorname]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.findAllCourseByMajorName(com.nsapi.niceschoolapi.entity.TchCourseVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.410 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/findtchcourseclassname]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.findTchCourseClassName(com.nsapi.niceschoolapi.entity.ClassinfoDB,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.410 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/findallschedule]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.findAllSchedule(java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.410 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/findalltch]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.findAllTch(com.nsapi.niceschoolapi.entity.TeacherDB,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.410 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/tchcoursemanage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.TchCourseController.classmanage()
2023-04-25 23:47:51.410 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/findallweeks]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.findAllWeeks(java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.411 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/findalltchbyname]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.findAllTchByName(java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.411 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/deltchcourse]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.delTchCourse(com.nsapi.niceschoolapi.entity.TchCourseVO)
2023-04-25 23:47:51.411 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/findcoursebytch]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.findCourseByTch(com.nsapi.niceschoolapi.entity.TchCourseVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.412 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchcoursemanage/addonetchcourse]}" onto public java.lang.Object com.nsapi.niceschoolapi.controller.TchCourseController.addOneTchCourse(com.nsapi.niceschoolapi.entity.TchCourseVO)
2023-04-25 23:47:51.412 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchSelStuExam]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.TchSelStuExamController.tchSelStuExam(com.nsapi.niceschoolapi.entity.TchSelStuExamVO,java.lang.Integer,java.lang.Integer)
2023-04-25 23:47:51.413 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/tchSelExam]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.TchSelStuExamController.tchSelExam(org.springframework.ui.Model)
2023-04-25 23:47:51.413 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selTeacher]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<java.util.Map> com.nsapi.niceschoolapi.controller.TeacherController.selTeacher(com.nsapi.niceschoolapi.entity.TeacherDB,com.nsapi.niceschoolapi.entity.pageCount)
2023-04-25 23:47:51.413 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectTeacher]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.TeacherController.selectTeacher()
2023-04-25 23:47:51.414 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selTeacherId]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.TeacherController.selTeacherId(java.lang.Integer,org.springframework.ui.Model)
2023-04-25 23:47:51.414 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/selectTeaMessage]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.TeacherController.selectTeaMessage(java.lang.Integer,org.springframework.ui.Model)
2023-04-25 23:47:51.414 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/updateTeacher]}" onto public com.nsapi.niceschoolapi.entity.LayuiResult<com.nsapi.niceschoolapi.entity.TeacherDB> com.nsapi.niceschoolapi.controller.TeacherController.updTeacher(com.nsapi.niceschoolapi.entity.TeacherDB,java.lang.String) throws java.lang.Exception
2023-04-25 23:47:51.419 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/add]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.UserController.add(org.springframework.ui.ModelMap)
2023-04-25 23:47:51.420 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/add],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.add(com.nsapi.niceschoolapi.entity.User)
2023-04-25 23:47:51.420 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/lock],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.lock(java.lang.String)
2023-04-25 23:47:51.420 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/delete],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.delete(java.lang.String)
2023-04-25 23:47:51.420 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/list]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.UserController.list()
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/list],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.base.PageData<com.nsapi.niceschoolapi.entity.User> com.nsapi.niceschoolapi.controller.UserController.list(java.lang.Integer,java.lang.Integer,javax.servlet.ServletRequest)
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/edit]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.UserController.edit(java.lang.String,org.springframework.ui.ModelMap)
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/edit],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.edit(com.nsapi.niceschoolapi.entity.User)
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/deleteSome],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.deleteSome(java.util.List<com.nsapi.niceschoolapi.entity.User>)
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/userinfo]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.UserController.toEditMyInfo(org.springframework.ui.ModelMap)
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/saveUserinfo],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.saveUserInfo(com.nsapi.niceschoolapi.entity.User)
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/uploadFace],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.uploadFile(org.springframework.web.multipart.MultipartFile,javax.servlet.http.HttpServletRequest)
2023-04-25 23:47:51.421 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/changePassword],methods=[POST]}" onto public com.nsapi.niceschoolapi.common.util.ResponseEntity com.nsapi.niceschoolapi.controller.UserController.changePassword(java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2023-04-25 23:47:51.422 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/system/user/changePassword]}" onto public java.lang.String com.nsapi.niceschoolapi.controller.UserController.changePassword(org.springframework.ui.ModelMap)
2023-04-25 23:47:51.423 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/kaptcha]}" onto public void com.cuisongliu.kaptcha.autoconfigure.controller.KaptchaController.index(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2023-04-25 23:47:51.425 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2023-04-25 23:47:51.425 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2023-04-25 23:47:51.474 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2023-04-25 23:47:51.474 [restartedMain] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/static/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2023-04-25 23:47:51.853 [restartedMain] INFO  o.s.w.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2023-04-25 23:47:52.188 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-04-25 23:47:52.217 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2023-04-25 23:47:52.218 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
2023-04-25 23:47:52.224 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
2023-04-25 23:47:52.234 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 23:47:52.241 [restartedMain] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2023-04-25 23:47:52.254 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 23:47:52.257 [restartedMain] INFO  com.nsapi.niceschoolapi.NiceschoolapiApplication - Started NiceschoolapiApplication in 6.63 seconds (JVM running for 8.072)
2023-04-25 23:48:40.978 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2023-04-25 23:48:40.978 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2023-04-25 23:48:41.001 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 23 ms
2023-04-25 23:48:41.015 [http-nio-8080-exec-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Enabling session validation scheduler...
2023-04-25 23:48:41.512 [http-nio-8080-exec-8] INFO  c.nsapi.niceschoolapi.controller.LonginController - 本次生成的验证码为[yw9p],已存放到HttpSession中
2023-04-25 23:48:53.109 [http-nio-8080-exec-10] INFO  com.nsapi.niceschoolapi.common.aspect.LogAspect - classMethod:======>com.nsapi.niceschoolapi.controller.LonginController.adminLogin
